6.0412e+13	62.458	48.2587
6.0412e+13	151.854	120.717
6.0412e+13	241.67	197.95
6.0412e+13	308.128	260.665
6.04121e+13	346.352	301.072
6.04121e+13	366.358	333.506
6.04121e+13	347.564	349.612
6.04121e+13	325.656	346.334
6.04121e+13	300.43	339.012
6.04121e+13	278.145	328.848
6.04121e+13	257.936	317.382
6.04121e+13	240.705	306.35
6.04122e+13	224.895	295.337
6.04122e+13	210.564	282.661
6.04122e+13	199.594	272.823
6.04122e+13	181.634	256.881
6.04122e+13	168.713	243.203
6.04122e+13	151.329	227.577
6.04122e+13	139.244	216.138
6.04122e+13	127.668	201.266
6.04122e+13	119.298	190.553
6.04122e+13	107.167	173.506
6.04122e+13	97.8642	162.851
6.04122e+13	90.6437	147.557
6.04122e+13	85.2807	139.32
6.04123e+13	78.3453	129.75
6.04123e+13	72.8654	122.303
6.04123e+13	67.8695	115.692
6.04123e+13	62.0998	105.918
6.04123e+13	57.7948	98.8964
6.04123e+13	55.7019	92.8804
6.04123e+13	53.5767	88.1811
6.04123e+13	50.0184	82.3101
6.04123e+13	46.925	75.1635
6.04123e+13	45.0855	67.4979
6.04123e+13	42.4492	61.1852
6.04123e+13	39.817	56.23
6.04123e+13	41.0166	52.8452
6.04124e+13	40.3561	48.7271
6.04124e+13	39.4141	45.8278
6.04124e+13	37.3714	42.504
6.04124e+13	38.7445	39.9582
6.04124e+13	38.5513	37.1444
6.04124e+13	37.5763	34.7107
6.04124e+13	36.4828	30.7139
6.04124e+13	34.1655	26.5308
6.04124e+13	35.5628	26.0018
6.04124e+13	35.2379	24.8487
6.04124e+13	34.3125	23.7649
6.04124e+13	36.2893	22.3879
6.04124e+13	36.7485	21.2001
6.04125e+13	36.5009	20.2531
6.04125e+13	34.743	16.0951
6.04125e+13	33.2176	15.8597
6.04125e+13	30.6015	12.3818
6.04125e+13	28.6148	10.1806
6.04125e+13	26.047	10.9716
6.04125e+13	24.0802	11.3143
6.04125e+13	22.1521	8.86347
6.04125e+13	20.1786	6.93653
6.04125e+13	18.7009	5.68162
6.04125e+13	16.6799	4.45848
6.04125e+13	18.7059	6.13578
6.04125e+13	19.5945	7.24832
6.04125e+13	19.7143	7.86159
6.04125e+13	19.3538	8.14775
6.04126e+13	18.4404	5.45424
6.04126e+13	21.007	6.17937
6.04126e+13	22.0198	6.56568
6.04126e+13	21.1023	2.91302
6.04126e+13	24.169	3.89542
6.04126e+13	25.0918	4.44505
6.04126e+13	25.1772	4.69184
6.04126e+13	24.4057	4.7508
6.04126e+13	26.7339	4.72454
6.04126e+13	27.6915	4.62618
6.04126e+13	27.7507	4.49066
6.04126e+13	27.3936	4.35904
6.04127e+13	26.218	1.68853
6.04127e+13	28.273	2.24994
6.04127e+13	28.6844	2.65784
6.04127e+13	27.636	2.86614
6.04127e+13	25.9431	-0.0375578
6.04127e+13	24.562	-1.69217
6.04127e+13	22.5246	-2.88465
6.04127e+13	24.3556	-1.12573
6.04127e+13	24.7319	0.29136
6.04127e+13	24.5672	1.10704
6.04127e+13	23.6584	-0.876595
6.04127e+13	22.6397	0.258897
6.04127e+13	24.7571	1.02429
6.04128e+13	25.6136	1.55044
6.04128e+13	25.7512	-0.352419
6.04128e+13	25.4399	0.512514
6.04128e+13	24.5445	3.52149
6.04128e+13	23.5828	5.44798
6.04128e+13	21.6838	6.97093
6.04128e+13	20.0592	7.82318
6.04128e+13	22.02	8.19471
6.04128e+13	21.9277	8.0846
6.04128e+13	19.6675	7.3975
6.04129e+13	17.8938	3.59101
6.04129e+13	20.0418	4.24477
6.04129e+13	20.3891	4.4993
6.04129e+13	20.2075	4.57347
6.04129e+13	19.2351	4.48331
6.04129e+13	21.3797	-0.0715908
6.04129e+13	22.1984	-1.04109
6.04129e+13	22.3068	-1.60705
6.04129e+13	21.5698	-1.99903
6.04129e+13	23.8102	-2.20999
6.04129e+13	24.6256	-2.31704
6.04129e+13	27.8228	-2.35587
6.0413e+13	29.2573	-4.80929
6.0413e+13	29.6192	-4.02384
6.0413e+13	29.1596	-5.66355
6.0413e+13	28.0762	-6.72811
6.0413e+13	27.0748	-7.31697
6.0413e+13	28.8068	-7.61453
6.0413e+13	29.365	-7.7117
6.0413e+13	28.5503	-4.86455
6.0413e+13	27.6605	-3.14337
6.0413e+13	25.7806	-1.66491
6.0413e+13	24.3255	-0.78058
6.0413e+13	22.8087	-0.163541
6.0413e+13	21.1262	0.283198
6.04131e+13	19.8055	0.557183
6.04131e+13	17.9004	0.772013
6.04131e+13	16.5109	0.892843
6.04131e+13	14.5016	-1.97611
6.04131e+13	16.8072	-0.912105
6.04131e+13	17.5228	-3.26575
6.04131e+13	17.0164	1.80435
6.04131e+13	16.4086	4.52292
6.04131e+13	15.3302	3.43665
6.04131e+13	17.7965	5.25781
6.04131e+13	18.8922	6.43192
6.04132e+13	19.147	4.60634
6.04132e+13	22.256	5.77167
6.04132e+13	23.6472	6.42001
6.04132e+13	23.7051	3.99344
6.04132e+13	26.669	4.94302
6.04132e+13	27.7825	5.48506
6.04132e+13	27.519	5.71696
6.04132e+13	26.7441	3.28704
6.04132e+13	28.8847	4.08627
6.04132e+13	29.5067	4.51796
6.04132e+13	29.2349	4.72603
6.04132e+13	28.1465	2.2782
6.04132e+13	26.6572	-1.9133
6.04133e+13	28.4031	-2.25567
6.04133e+13	28.743	-2.43987
6.04133e+13	27.9739	-2.51016
6.04133e+13	26.91	-2.51547
6.04133e+13	25.1544	-2.45386
6.04133e+13	23.4555	-2.37192
6.04133e+13	21.4187	-2.25237
6.04133e+13	19.6329	-4.65864
6.04133e+13	17.2133	-3.45062
6.04133e+13	14.8613	-5.52656
6.04133e+13	13.2414	-6.62876
6.04134e+13	12.0873	-7.20292
6.04134e+13	14.2986	-5.00394
6.04134e+13	15.4039	-3.50675
6.04134e+13	15.7051	-2.30679
6.04134e+13	15.5483	0.909011
6.04134e+13	15.0424	0.689946
6.04134e+13	14.3261	0.52756
6.04134e+13	16.7897	2.62499
6.04134e+13	18.1582	4.18717
6.04134e+13	18.6551	5.16607
6.04134e+13	18.4051	3.18631
6.04134e+13	17.7778	4.34746
6.04134e+13	20.5075	2.50276
6.04134e+13	21.7668	6.34243
6.04135e+13	22.1911	8.60341
6.04135e+13	21.6865	7.53084
6.04135e+13	24.4237	9.19518
6.04135e+13	25.5799	10.246
6.04135e+13	29.3126	8.22139
6.04135e+13	30.9744	3.77482
6.04135e+13	31.2509	0.829659
6.04135e+13	30.5866	-1.19008
6.04135e+13	32.9346	0.116434
6.04135e+13	33.7948	0.892105
6.04135e+13	33.3454	-1.15046
6.04135e+13	32.4722	-2.41948
6.04135e+13	34.4494	-3.33593
6.04135e+13	34.8888	-6.45255
6.04136e+13	34.212	-8.49207
6.04136e+13	32.63	-7.01851
6.04136e+13	30.6177	-8.59501
6.04136e+13	26.3024	-9.45926
6.04136e+13	22.8373	-9.6696
6.04136e+13	19.7329	-9.47119
6.04136e+13	17.6948	-9.21513
6.04136e+13	15.7242	-8.8033
6.04136e+13	14.2108	-8.41145
6.04136e+13	12.805	-7.97685
6.04136e+13	14.8793	-7.52987
6.04137e+13	15.8713	-7.06782
6.04137e+13	16.0507	-4.02189
6.04137e+13	15.3754	-1.53592
6.04137e+13	14.0984	0.268322
6.04137e+13	12.3727	-1.7394
6.04137e+13	11.1148	-2.81184
6.04137e+13	10.244	-0.999299
